schema_version,shortcode,item_type,post_url,author_handle,saved_collection,caption_text,likes_count,comments_count,published_at,audio_title,audio_original_or_trending,data_quality,data_quality_reason,engagement_proxy,trend_age_days,priority_flag,shortlist_flag,parsed_at
1.0,DF-10Oqut6e,post,https://www.instagram.com/p/DF-10Oqut6e/,p,Instagram,"В психологии есть понятие «стадии монады», за которую юные люди должны сформулировать понимание своих потребностей, границ, ресурсов, способности реализовать ответственность за свою жизнь/здоровье/состояние, управляя своим временем, силами и финансами в самостоятельном режиме жизни. Во многих культурах эта стадия нередко минуется как минимум по социально-экономическим причинами (молодые люди не могут позволить себе комфортной жизни самостоятельным обеспечением, а студенческие общежития не всегда приятны). Как практикующий психолог я сама сейчас нередко наблюдаю, как люди как будто возвращаются к этому пропущенному этапу после первых относительно серьезных и длительных (3-5+ лет) отношений и/или в острые периоды возрастных кризисов, ощущая потребность укрепить контакт с самим собой (через знакомство в уединении) вне контекста их процессов в близости с другим. Мы с мужем начали отношения в мои 18, он старше меня на 3,5 года и он успел пожить самостоятельно в неродном городе вдали от семьи, переехав в Петербург из-за поступления в здешний вуз. Мы как личности буквально выросли вместе, многое испытали (приятное и нет, связанно напрямую с нашими отношения и нет) впервые тоже вместе, я очень многому у него научилась, но когда наши отношения стали крепкими и надежными, а поводы для моих тревожно-зависимых проявлений в виде каких-либо трудностей в нашей коммуникации и близости свелись к минимуму, насладившись и напитавшись этим, с каждым годом последние несколько лет в условиях пост-ковидного мира, в рамках кот-го мы оба тоже начали работать из дома и порой с неудовольствием подстраиваться под специфику работы друг друга, после депрес*ивного эпизода и мощного личностного кризиса я начала ощущать нехватку некоего более близкого знакомства с самой собой, и период нынешнего формата мне его дает с лихвой 🥹 А еще: кто я такая, чтобы запрещать ему хобби, от которого у него горят глаза? 🏍️ Мне нравится, что у него есть такая «холостяцкая» берлога, хотя он глубоко и счастливо женат. Не планируем так жить всегда, исследуем на +-полгодика, оставаясь всегда на связи (болтая во все перерывы) пока реализуя «автономность в близости» ✅🤓"".",21000,247,,"Фая. Здоровье вашей любви ❤️‍🔥 в Instagram : ""В психологии есть понятие «стадии монады», за  которую юные люди должны сформулировать понимание своих потребностей, границ, ресурсов, способности реализовать ответственность за свою жизнь/здоровье/состояние, управляя своим временем, силами и финансами в самостоятельном режиме жизни.

Во многих культурах эта стадия нередко минуется как минимум по социально-экономическим причинами (молодые люди не могут позволить себе комфортной жизни самостоятельным обеспечением, а студенческие общежития не всегда приятны). 

Как практикующий психолог я сама сейчас нередко наблюдаю, как люди как будто возвращаются к этому пропущенному этапу после первых относительно серьезных и длительных (3-5+ лет) отношений и/или в острые периоды возрастных кризисов, ощущая потребность укрепить контакт с самим собой (через знакомство в уединении) вне контекста их процессов в близости с другим. 

Мы с мужем начали отношения в мои 18, он старше меня на 3,5 года и он успел пожить самостоятельно в неродном городе вдали от семьи, переехав в Петербург из-за поступления в здешний вуз.
Мы как личности буквально выросли вместе, многое испытали (приятное и нет, связанно напрямую с нашими отношения и нет) впервые тоже вместе, я очень многому у него научилась, но когда наши отношения стали крепкими и надежными, а поводы для моих тревожно-зависимых проявлений в виде каких-либо трудностей в нашей коммуникации и близости свелись к минимуму, насладившись и напитавшись этим, с каждым годом последние несколько лет в условиях пост-ковидного мира, в рамках кот-го мы оба тоже начали работать из дома и порой с неудовольствием подстраиваться под специфику работы друг друга, после депрес*ивного эпизода и  мощного личностного кризиса я начала ощущать нехватку некоего более близкого знакомства с самой собой, и период нынешнего формата мне его дает с лихвой 🥹

А еще: кто я такая, чтобы запрещать ему хобби, от которого у него горят глаза? 🏍️ Мне нравится, что у него есть такая «холостяцкая» берлога, хотя он глубоко и счастливо женат. Не планируем так жить всегда, исследуем на +-полгодика, оставаясь всегда на связи (болтая во все перерывы) пока реализуя «автономность в близости» ✅🤓""",trending_or_other,partial,some_fields_missing,21543,,watch,no,2026-03-16T14:16:55.112Z
1.0,DDwDw3DIOtf,post,https://www.instagram.com/p/DDwDw3DIOtf/,p,Instagram,"Декабрь месяц корпоративов, встреч с друзьями! Хочется всегда выглядеть отлично! Такой небольшой комплекс поможет привести лицо в порядок быстро👌🏻#массажлица"".",98000,780,,"Алёна Меденко | Красота • Косметология в Instagram : ""Декабрь месяц корпоративов, встреч с друзьями! Хочется всегда выглядеть отлично! Такой небольшой комплекс поможет привести лицо в порядок быстро👌🏻#массажлица""",trending_or_other,partial,some_fields_missing,99716,,watch,yes,2026-03-16T14:16:55.988Z
1.0,DExT51xtbdF,post,https://www.instagram.com/p/DExT51xtbdF/,p,Instagram,"Здоровые зубы балдеют с этой прикормки 🤪 Продукты из видео: - Зубная щетка Curaprox 5460 - Монопучковая щетка Curaprox 1006 - Скребок для языка Emra - Паста Curaprox Be you (большой выбор вкусов) - Зубная нить Splat объемная вощеная - Ершики TePe - Ирригатор Revyline RL 410 - Пенка Emra Все продукты можно приобрести на сайте Doctorslon.ru Используйте мой промокод: mkrvaa и получайте скидку 5%"".",110000,778,,"Анастасия Макарова | стоматолог-пародонтолог Москва в Instagram : ""Здоровые зубы балдеют с этой прикормки 🤪

Продукты из видео: 
- Зубная щетка Curaprox 5460 
- Монопучковая щетка Curaprox 1006
- Скребок для языка Emra 
- Паста Curaprox Be you (большой выбор вкусов) 
- Зубная нить Splat объемная вощеная 
- Ершики TePe
- Ирригатор Revyline RL 410
- Пенка Emra 

Все продукты можно приобрести на сайте Doctorslon.ru Используйте мой промокод: mkrvaa и получайте скидку 5%""",trending_or_other,partial,some_fields_missing,111712,,watch,yes,2026-03-16T14:16:56.720Z
1.0,DERkp_QSRlL,post,https://www.instagram.com/p/DERkp_QSRlL/,p,Instagram,"Saw it and had to try it!! 😂 Challenge successfully accomplished! 😎✅ Could you do it..? 😅 📲 Tag your partner in the comments 👀 #hyroxathlete #hyrox #hybridathlete #fitnesschallenge"".",2000000,8238,,"Sally Morgan | Strength Training | Hyrox в Instagram : ""Saw it and had to try it!! 😂

Challenge successfully accomplished! 😎✅

Could you do it..? 😅

📲 Tag your partner in the comments 👀

#hyroxathlete #hyrox #hybridathlete #fitnesschallenge""",trending_or_other,partial,some_fields_missing,2018124,,watch,yes,2026-03-16T14:16:57.745Z
1.0,DFMFKjRzB09,post,https://www.instagram.com/p/DFMFKjRzB09/,p,Instagram,"Смогли бы не покупать игрушки год? Очень интересны ваши ответы😅 #студентка #маркетинг #виза #мельбурн #австралия #переезд #семья #материнство #студенческаявиза #учебававстралии"".",52000,1210,,"Даша | Студентка | Австралия в Instagram : ""Смогли бы не покупать игрушки год? Очень интересны ваши ответы😅

#студентка #маркетинг #виза #мельбурн #австралия #переезд #семья #материнство #студенческаявиза #учебававстралии""",trending_or_other,partial,some_fields_missing,54662,,watch,no,2026-03-16T14:16:57.537Z
1.0,DDElyRqtxko,post,https://www.instagram.com/p/DDElyRqtxko/,p,Instagram,"📍Barbacoas Santa Ana"".",3500,98,,"Даша Хвичия, Аликанте-Харьков в Instagram : ""📍Barbacoas Santa Ana""",trending_or_other,partial,some_fields_missing,3716,,watch,no,2026-03-16T14:16:58.613Z
1.0,DEA_DTwNj9D,post,https://www.instagram.com/p/DEA_DTwNj9D/,p,Instagram,"Уверен, это уже где-то используется, но сейчас перед вами — результат моего ночного эксперимента. Без напряга +140 человек в блог! На старых рилсах 😅 и вам не надоел! ✅ Разбор нюансов будет в тг канале, пиши «Гениально», скину ссылку"".",30000,8006,,"Егор | Креатив, инфобизнес и блогинг в Instagram : ""Уверен, это уже где-то используется, но сейчас перед вами — результат моего ночного эксперимента. Без напряга +140 человек в блог! На старых рилсах 😅 и вам не надоел! 

✅ Разбор нюансов будет в тг канале, пиши «Гениально», скину ссылку""",trending_or_other,partial,some_fields_missing,47613,,watch,no,2026-03-16T14:16:59.074Z
1.0,DD1IWh0imWt,post,https://www.instagram.com/p/DD1IWh0imWt/,p,Instagram,"Собрала приложения, которые реально выручали меня в этом году — от привычек до гардероба 🧡. Надеюсь, вам тоже пригодятся! А какими приложениями вы пользуетесь каждый день?"".",15000,239,,"Айсана Ашим в Instagram : ""Собрала приложения, которые реально выручали меня в этом году — от привычек до гардероба 🧡. Надеюсь, вам тоже пригодятся! А какими приложениями вы пользуетесь каждый день?""",trending_or_other,partial,some_fields_missing,15526,,watch,no,2026-03-16T14:16:59.520Z
1.0,DEU0u33IUAN,post,https://www.instagram.com/p/DEU0u33IUAN/,p,Instagram,"1. Если бы 2025 стал моим последним годом, чем бы я точно занялся / что бы попробовал? Этот вопрос поможет понять, что для тебя действительно важно. Рекомендую начать работать в этом направлении) 2. Какая цель меня пугает, но я знаю, что она изменит мою жизнь? Обычно наш мозг саботирует то, что его пугает. Как итог — дело не доходит до действий. Поэтому выписываем самую амбициозную цель и начинаем работать над ее реализацией в 2025 году) 3. Какие 3 привычки сделают меня сильнее и лучше уже через месяц? Не пытайся поменять всё сразу. Найди 3 простые привычки, которые выведут тебя на новый уровень. 4. От чего я готов отказаться в 2025 году, чтобы получить то, о чём мечтаю? Ну, ребят, пора признать, что любые изменения требуют жертв. Поэтому вычёркиваем из своей жизни всё лишнее и фокусируемся на ключевом) 5. Какие 3 человека будут моей опорой в тяжелое время? Это могут быть друзья, коллеги или родственники. Напиши тех людей, которым ты действительно доверяешь. 6. Что будет самым большим провалом для меня в 2025, если я ничего не изменю? Представь, что ты продолжишь жить по инерции. Что произойдёт с твоей жизнью? Это даст тебе мотивацию к действиям. 7. Что я хочу чувствовать, открывая глаза каждое утро в 2025? Подумай о том, как ты можешь создать себе утреннюю рутину, которая вдохновляет и заряжает на день. 8. На что я больше не хочу тратить свою энергию в 2025? Может быть, это бесполезные споры, токсичные люди или залипания в телефоне. Избавься от этого в 2025. 9. Какая одна сфера жизни требует от меня максимального внимания? Здоровье, работа, семья или личностный рост — что сейчас самое важное? Сконцентрируйся на этом. 10. Как я хочу чувствовать себя 31 декабря 2025 года? Представь себя в будущем: какие эмоции ты хочешь проживать, подводя итоги года? Теперь подумай, что для этого нужно сделать. Если этот пост был тебе полезен, то я буду рад твоей подписке на мой аккаунт. Сейчас я развиваю свой блог и хочу собрать комьюнити сильных людей, которые идут к своим целям @nick.strinkevich ⚡️ ⠀ #саморазвитие #дисциплина #мышление #мотивация #блог #бизнес"".",48000,282,,"Никита Стринкевич в Instagram : ""1. Если бы 2025 стал моим последним годом, чем бы я точно занялся / что бы попробовал?

Этот вопрос поможет понять, что для тебя действительно важно. Рекомендую начать работать в этом направлении) 

2. Какая цель меня пугает, но я знаю, что она изменит мою жизнь?

Обычно наш мозг саботирует то, что его пугает. Как итог — дело не доходит до действий. Поэтому выписываем самую амбициозную цель и начинаем работать над ее реализацией в 2025 году)

3. Какие 3 привычки сделают меня сильнее и лучше уже через месяц?

Не пытайся поменять всё сразу. Найди 3 простые привычки, которые выведут тебя на новый уровень.

4. От чего я готов отказаться в 2025 году, чтобы получить то, о чём мечтаю?

Ну, ребят, пора признать, что любые изменения требуют жертв. Поэтому вычёркиваем из своей жизни всё лишнее и фокусируемся на ключевом)

5. Какие 3 человека будут моей опорой в тяжелое время?

Это могут быть друзья, коллеги или родственники. Напиши тех людей, которым ты действительно доверяешь.

6. Что будет самым большим провалом для меня в 2025, если я ничего не изменю?

Представь, что ты продолжишь жить по инерции. Что произойдёт с твоей жизнью? Это даст тебе мотивацию к действиям.

7. Что я хочу чувствовать, открывая глаза каждое утро в 2025?

Подумай о том, как ты можешь создать себе утреннюю рутину, которая вдохновляет и заряжает на день.

8. На что я больше не хочу тратить свою энергию в 2025?

Может быть, это бесполезные споры, токсичные люди или залипания в телефоне. Избавься от этого в 2025. 

9. Какая одна сфера жизни требует от меня максимального внимания?

Здоровье, работа, семья или личностный рост — что сейчас самое важное? Сконцентрируйся на этом.

10. Как я хочу чувствовать себя 31 декабря 2025 года?

Представь себя в будущем: какие эмоции ты хочешь проживать, подводя итоги года? Теперь подумай, что для этого нужно сделать.

Если этот пост был тебе полезен, то я буду рад твоей подписке на мой аккаунт. Сейчас я развиваю свой блог и хочу собрать комьюнити сильных людей, которые идут к своим целям @nick.strinkevich ⚡️
⠀
#саморазвитие #дисциплина #мышление #мотивация #блог #бизнес""",trending_or_other,partial,some_fields_missing,48620,,watch,no,2026-03-16T14:17:00.647Z
1.0,C8MGJHBiyY3,post,https://www.instagram.com/p/C8MGJHBiyY3/,p,Instagram,"Чтобы получить доступ к боту с 3-дневными материалами, пиши комментарий или в директ слово ДОСТУП Подробнее о программе обучения смотри хайлайт «КУРС»"".",80,281,,"Marie • Paris • marketing • ads • growth в Instagram : ""Чтобы получить доступ к боту с 3-дневными материалами, пиши комментарий или в директ слово ДОСТУП

Подробнее о программе обучения смотри хайлайт «КУРС»""",trending_or_other,partial,some_fields_missing,698,,watch,no,2026-03-16T14:17:00.596Z
1.0,DB4EM3qompo,post,https://www.instagram.com/p/DB4EM3qompo/,p,Instagram,"5 date night spots in Barcelona you must visit - part 2 🤍 @margarit.bcn @barbocata_ @boscodelobos_grupotragaluz @bandinisbarcelona @bronzobcn #barcelonafoodguide #restaurants #datenights #bcnfood #barcelonarestaurants #barcelonaguide #barcelonatips"".",3692,16,,"Bri в Instagram : ""5 date night spots in Barcelona you must visit - part 2 🤍

@margarit.bcn 
@barbocata_ 
@boscodelobos_grupotragaluz 
@bandinisbarcelona 
@bronzobcn 

#barcelonafoodguide #restaurants #datenights #bcnfood #barcelonarestaurants #barcelonaguide #barcelonatips""",trending_or_other,partial,some_fields_missing,3727,,watch,no,2026-03-16T14:17:01.111Z
1.0,DB11N85orcf,post,https://www.instagram.com/p/DB11N85orcf/,p,Instagram,"Add this to your Barcelona day trip list 👜 If you like to score some vintage jackets then this market is where you want to be! It’s only 30 mins away by train from Barcelona. You’ll find here a mix of clothes, furniture, workshops & restaurants to visit 💫 Some recommendations: @restaurant.greta @cinc___ @casa_nidro 📍Mercantic (@mercanticsantcugat) #mercantic #santcugatdelvalles #santcugat #vintagemarket #vintagefinds #planesbarcelona #explorebarcelona"".",12000,40,,"Bri в Instagram : ""Add this to your Barcelona day trip list 👜

If you like to score some vintage jackets then this market is where you want to be! It’s only 30 mins away by train from Barcelona. You’ll find here a mix of clothes, furniture, workshops & restaurants to visit 💫

Some recommendations:
@restaurant.greta 
@cinc___ 
@casa_nidro 

📍Mercantic (@mercanticsantcugat)

#mercantic #santcugatdelvalles #santcugat #vintagemarket #vintagefinds #planesbarcelona #explorebarcelona""",trending_or_other,partial,some_fields_missing,12088,,watch,no,2026-03-16T14:17:02.206Z
1.0,C-jMjUcSAu-,post,https://www.instagram.com/p/C-jMjUcSAu-/,p,Instagram,"A heartbreak I wasn’t prepared for 💔 my last baby is about to be 1 & this leaves me with the realization that all things “baby” are no longer…forever. Even though I know our family is complete, my heart is not. I truly feel like a Mothers heart will always yearn for more. Or maybe it’s the precious time we wish we had back? What I would give to fit his little body back into what was our favorite carrier together 🥹 This is Motherhood. #motherhood #raisinglittles #lastbaby #thirdbaby #boymom #motherhoodrising #mommyandme"".",509000,6641,,"Nicky Schmaderer в Instagram : ""A heartbreak I wasn’t prepared for 💔 my last baby is about to be 1 & this leaves me with the realization that all things “baby” are no longer…forever. Even though I know our family is complete, my heart is not. I truly feel like a Mothers heart will always yearn for more. Or maybe it’s the precious time we wish we had back? What I would give to fit his little body back into what was our favorite carrier together 🥹 This is Motherhood.

#motherhood #raisinglittles #lastbaby #thirdbaby #boymom #motherhoodrising #mommyandme""",trending_or_other,partial,some_fields_missing,523610,,watch,yes,2026-03-16T14:17:02.750Z
1.0,DBI8LwrRtnn,post,https://www.instagram.com/p/DBI8LwrRtnn/,p,Instagram,"I’m literally crying 😭 #jellyfishlamp #jellyfish #jellyfishaesthetic #bedroomleds #aesthetic #ledlight #ledlamp #giftsforher #giftsforhim #cutegiftideas"".",3000000,3695,,"@shophiddenvault в Instagram : ""I’m literally crying 😭 #jellyfishlamp #jellyfish #jellyfishaesthetic #bedroomleds #aesthetic #ledlight #ledlamp #giftsforher #giftsforhim #cutegiftideas""",trending_or_other,partial,some_fields_missing,3008129,,watch,yes,2026-03-16T14:17:03.074Z
1.0,C-5jhadIFBY,post,https://www.instagram.com/p/C-5jhadIFBY/,p,Instagram,"Читай👇🏻 Алгоритмы инсты работают таким образом, что любые ваши действия в аккаунте анализируются, чтобы понять чем вы интересуетесь. Поэтому прежде чем публиковать рилс или посты-карусели под музыку необходимо «сбить» все старые запросы. Так инста «обнулится» и будет показывать ваш контент тем, кто интересуется вашей темой. Если ты все это сделал, а рилс все равно не откручивается на широкую аудиторию, переходи в актуальные «шаблон» в моем аккаунте @anya_text_ чтобы вывести свои ролики на новый уровень."".",148000,722,,"Аня Текст|КОПИРАЙТЕР-сценарист роликов | знает маркетинг | ЕКБ в Instagram : ""Читай👇🏻

Алгоритмы инсты работают таким образом, что любые ваши действия в аккаунте анализируются, чтобы понять чем вы интересуетесь. Поэтому прежде чем публиковать рилс или посты-карусели под музыку необходимо «сбить» все старые запросы. Так инста «обнулится» и будет показывать ваш контент тем, кто интересуется вашей темой.

Если ты все это сделал, а рилс все равно не откручивается на широкую аудиторию, переходи в актуальные «шаблон» в моем аккаунте @anya_text_ чтобы вывести свои ролики на новый уровень.""",trending_or_other,partial,some_fields_missing,149588,,watch,yes,2026-03-16T14:17:03.961Z
1.0,DA5_4Boo0Ww,post,https://www.instagram.com/p/DA5_4Boo0Ww/,p,Instagram,"У нас рюкзак deuter kid comfort 3 и это реально лучшее приобретение для походов с ребенком! До 1,5 лет у нас был обычный хипсит, но когда вес ребёнка перевалил за 10кг - стало физически сложно таскать ребёнка + сзади рюкзак (потому что сменные вещи, воду, перекус с собой в поход в любом случае надо брать). Мы начали искать альтернативу хипситу и я вспомнила, что видела у знакомых ребят такой походный рюкзак. Начались поиски где купить, какие бывают фирмы/модели, в чем отличие, к делу подошли основательно, как вы поняли :) Пересмотрели очень много обзоров и остановили свой выбор на фирме deuter. Мы выбрали модель kid comfort 3, главными критериями для нас было: * Есть подножка, можно снять со спины рюкзак и поставить на землю вместе с ребёнком. * Есть складной солнцезащитный козырек. Мы ходили в поход в разгар лета и ребёнку было комфортно, солнце не светило в глаза. * Очень много всяких кармашков, помещается всё необходимое. * Мягкая подушка, на которую ребёнок может положить голову, чтобы отдохнуть или поспать. * Регулируется все ремешки, можно подогнать под Максимальный комфорт и для взрослого и для ребёнка 🔥 «А чё дома сидеть?» - девиз нашей семьи и после рождения ребёнка, ничего не изменилось 😉 P.S.: мы свой рюкзак купили с рук, но в супер идеальном состоянии (есть ощущение, что он ни разу не выходил из дома 😄). Так, что совет тем, кто хочет сэкономить, поищите на площадках типо Авито) Заходите ко мне в профиль, тут про жизнь без прикрас с двухлеткой и двумя собаками 😉❤️"".",810,26,,"Ника • жизнь у моря • путешествия с ребёнком и двумя собаками • в Instagram : ""У нас рюкзак deuter kid comfort 3 и это реально лучшее приобретение для походов с ребенком!

До 1,5 лет у нас был обычный хипсит, но когда вес ребёнка перевалил за 10кг - стало физически сложно таскать ребёнка + сзади рюкзак (потому что сменные вещи, воду, перекус с собой в поход в любом случае надо брать).

Мы начали искать альтернативу хипситу и я вспомнила, что видела у знакомых ребят такой походный рюкзак. Начались поиски где купить, какие бывают фирмы/модели, в чем отличие, к делу подошли основательно, как вы поняли :)
Пересмотрели очень много обзоров и остановили свой выбор на фирме deuter.

Мы выбрали модель kid comfort 3, главными критериями для нас было:
* Есть подножка, можно снять со спины рюкзак и поставить на землю вместе с ребёнком. 
* Есть складной солнцезащитный козырек. Мы ходили в поход в разгар лета и ребёнку было комфортно, солнце не светило в глаза.
* Очень много всяких кармашков, помещается всё необходимое. 
* Мягкая подушка, на которую ребёнок может положить голову, чтобы отдохнуть или поспать.
* Регулируется все ремешки, можно подогнать под Максимальный комфорт и для взрослого и для ребёнка 🔥

«А чё дома сидеть?» - девиз нашей семьи и после рождения ребёнка, ничего не изменилось 😉

P.S.: мы свой рюкзак купили с рук, но в супер идеальном состоянии (есть ощущение, что он ни разу не выходил из дома 😄). Так, что совет тем, кто хочет сэкономить, поищите на площадках типо Авито) 

Заходите ко мне в профиль, тут про жизнь без прикрас с двухлеткой и двумя собаками 😉❤️""",trending_or_other,partial,some_fields_missing,867,,watch,no,2026-03-16T14:17:04.283Z
1.0,C_AZhTFMqcG,post,https://www.instagram.com/p/C_AZhTFMqcG/,p,Instagram,"Утренний противоотёчный комплекс для лица 😎 #отеки #утро #самрмассаж #массажтомск #массажлицатомск #facemassage #reels #массажлица #безотеков #pov #mood #fy"".",100000,937,,"Наталья Сушкевич | Face & body expert в Instagram : ""Утренний противоотёчный комплекс для лица 😎

#отеки #утро #самрмассаж #массажтомск #массажлицатомск #facemassage #reels #массажлица #безотеков #pov #mood #fy""",trending_or_other,partial,some_fields_missing,102061,,watch,yes,2026-03-16T14:17:04.492Z
1.0,C92cEOMtpD0,post,https://www.instagram.com/p/C92cEOMtpD0/,p,Instagram,"Большой органайзер для холодильника с крышкой. Набор- 2 шт Артикул: 1302104910 Органайзер для холодильника поменьше. Набор- 3 шт Артикул: 1302106545 Подойдут как для заморозки (пельменей, котлет и ид), так и для хранения блинчиков или любой другой готовой еды. Ссылки на эти и другие ТОПовые органайзеры сохранила в хайлайтс ОРГАНАЙЗЕРЫ 👍🏻 А правила порядка- в хайлайтс ПОРЯДОК 👌🏻 Заглядывай)"".",11000,72,,"Ольга Кромочкина | семья, дом, быт, уют в Instagram : ""Большой органайзер для холодильника с крышкой. Набор- 2 шт
Артикул: 1302104910

Органайзер для холодильника поменьше. Набор- 3 шт
Артикул: 1302106545

Подойдут как для заморозки (пельменей, котлет и ид), так и для хранения блинчиков или любой другой готовой еды.

Ссылки на эти и другие ТОПовые органайзеры сохранила в хайлайтс ОРГАНАЙЗЕРЫ 👍🏻

А правила порядка- в хайлайтс ПОРЯДОК 👌🏻

Заглядывай)""",trending_or_other,partial,some_fields_missing,11158,,watch,no,2026-03-16T14:17:05.917Z
1.0,DAGsunBthA2,post,https://www.instagram.com/p/DAGsunBthA2/,p,Instagram,"А какую книгу вы советуете каждый раз? Сохрани, чтобы не потерять🫂"".",28000,442,,"Леруся | амбассадор книжного контента в Instagram : ""А какую книгу вы советуете каждый раз?
Сохрани, чтобы не потерять🫂""",trending_or_other,partial,some_fields_missing,28972,,watch,no,2026-03-16T14:17:05.937Z
1.0,C_GMTADIXWf,post,https://www.instagram.com/p/C_GMTADIXWf/,p,Instagram,"Пробовали растит что-то из этого? 😌 #огороднаподоконнике #грядканаподоконнике #огородкруглыйгод"".",197000,736,,"Мари | жизнь между семейным бытом и любимой работой 💗 в Instagram : ""Пробовали растит что-то из этого? 😌 #огороднаподоконнике #грядканаподоконнике #огородкруглыйгод""",trending_or_other,partial,some_fields_missing,198619,,watch,yes,2026-03-16T14:17:06.811Z
1.0,C-uAXzmoF6K,post,https://www.instagram.com/p/C-uAXzmoF6K/,p,Instagram,,316000,1808,,Галя Филатòвич в Instagram ,trending_or_other,partial,some_fields_missing,319978,,watch,yes,2026-03-16T14:17:08.065Z
1.0,C-LDzAktlDw,post,https://www.instagram.com/p/C-LDzAktlDw/,p,Instagram,"Этот реализованный проект - отличный пример того, как с помощью организации пространства можно улучшить и без того красивую кухню 🫶🏻 Проект агентства @poligry.home 💫"".",145000,727,,"ОРГАНИЗАТОР ПРОСТРАНСТВА МОСКВА в Instagram : ""Этот реализованный проект - отличный пример того, как с помощью организации пространства можно улучшить и без того красивую кухню 🫶🏻

Проект агентства @poligry.home 💫""",trending_or_other,partial,some_fields_missing,146599,,watch,yes,2026-03-16T14:17:07.230Z
1.0,C9Rv9ToigmX,post,https://www.instagram.com/p/C9Rv9ToigmX/,p,Instagram,"Как написать джингл к подкасту за 5 минут"".",99,5,,"ildar fattakhov в Instagram : ""Как написать джингл к подкасту за 5 минут""",trending_or_other,partial,some_fields_missing,110,,watch,no,2026-03-16T14:17:08.397Z
1.0,C3vOuThijdC,post,https://www.instagram.com/p/C3vOuThijdC/,p,Instagram,"3D extérieur 😳 🌴 Après le projet de la grange on voulait s’inscrire à 3000% dans l’esprit de l’intérieur, de prolonger l’atmosphère « vacances » et se challenger à 3000% ! Merci @cocoongarden31 pour ce projet de ouf (donnez lui de la force à fond !) Maintenant, comme pour l’intérieur, on va tout donner pour se coller au maximum à se 3D, et vous faire partager tout ça à fond. Merci de votre force ! On est bouillant ! #grange #grangereno #renogrange #renovationgrange #reno #renovation #hangar #usine #ferme #travaux #autoreno #paysagiste #teamreno #teamrenovation"".",44000,904,,"Paul Barnier в Instagram : ""3D extérieur 😳 🌴
Après le projet de la grange on voulait s’inscrire à 3000% dans l’esprit de l’intérieur, de prolonger l’atmosphère « vacances » et se challenger à 3000% ! Merci @cocoongarden31 pour ce projet de ouf (donnez lui de la force à fond !) 
Maintenant, comme pour l’intérieur, on va tout donner pour se coller au maximum à se 3D, et vous faire partager tout ça à fond.
Merci de votre force ! On est bouillant ! 
#grange #grangereno #renogrange #renovationgrange #reno #renovation #hangar #usine #ferme #travaux #autoreno #paysagiste #teamreno #teamrenovation""",trending_or_other,partial,some_fields_missing,45989,,watch,no,2026-03-16T14:17:08.717Z
1.0,C9Z2yWWp4Qp,post,https://www.instagram.com/p/C9Z2yWWp4Qp/,p,Instagram,"Este verano disfruta de unas vacaciones inolvidables con vistas panorámicas al mar Mediterráneo desde la comodidad de tu habitación 🌞 Despierta cada mañana con el sonido relajante de las olas y déjate llevar por la brisa marina mientras contemplas la infinita extensión azul ✨ Reserva ahora y haz realidad tus sueños junto al mar. 📸 VELER STANDARD CON VISTAS Reserva tu estancia a través de la web, llamando al 📞 +34 830 83 10 83 o enviando un mail a 📩 hotelmb@salleshotels.com. - This summer enjoy an unforgettable vacation with panoramic views of the Mediterranean Sea from the comfort of your room 🌞. Wake up every morning to the soothing sound of the waves and let yourself be carried away by the sea breeze while contemplating the infinite blue expanse ✨. Book now and make your dreams come true by the sea. 📸 STANDARD SAILBOAT WITH VIEW Book your stay through the web, by calling 📞 +34 830 83 10 83 or sending an email to 📩 hotelmb@salleshotels.com. #MarinaBadalona #HotelMarinaBadalona #Room"".",21,0,,"Marina Badalona в Instagram : ""Este verano disfruta de unas vacaciones inolvidables con vistas panorámicas al mar Mediterráneo desde la comodidad de tu habitación 🌞

Despierta cada mañana con el sonido relajante de las olas y déjate llevar por la brisa marina mientras contemplas la infinita extensión azul ✨ 

Reserva ahora y haz realidad tus sueños junto al mar.

📸 VELER STANDARD CON VISTAS

Reserva tu estancia a través de la web, llamando al 📞 +34 830 83 10 83 o enviando un mail a 📩 hotelmb@salleshotels.com. 

-

This summer enjoy an unforgettable vacation with panoramic views of the Mediterranean Sea from the comfort of your room 🌞.
 
Wake up every morning to the soothing sound of the waves and let yourself be carried away by the sea breeze while contemplating the infinite blue expanse ✨. 
 
Book now and make your dreams come true by the sea.
 
📸 STANDARD SAILBOAT WITH VIEW
 
Book your stay through the web, by calling 📞 +34 830 83 10 83 or sending an email to 📩 hotelmb@salleshotels.com. 

#MarinaBadalona #HotelMarinaBadalona #Room""",trending_or_other,partial,some_fields_missing,21,,watch,no,2026-03-16T14:17:09.390Z
1.0,C9UjRW6oO5H,post,https://www.instagram.com/p/C9UjRW6oO5H/,p,Instagram,"Выездная чайхана, узбекский кейтеринг у вас дома, на юбилее, дне рождении, корпоративах и других мероприятиях. Заказывай и наслаждайся кулинарным шоу! Удиви своих гостей!"".",17,5,,"Plov Uzbeko в Instagram : ""Выездная чайхана, узбекский кейтеринг у вас дома, на юбилее, дне рождении, корпоративах и других мероприятиях. Заказывай и наслаждайся кулинарным шоу! Удиви своих гостей!""",trending_or_other,partial,some_fields_missing,28,,watch,no,2026-03-16T14:17:09.999Z
